note_type,note,velocity,time
note_on,59,62,0
note_on,62,80,0.328683853149
note_on,64,51,0.181333065033
note_on,62,85,0.423901796341
note_on,60,73,0.0282649993896
note_on,59,56,0.162794828415
note_on,57,62,0.00779008865356
note_on,59,62,0.157427072525
note_on,60,16,0.176302909851
note_on,60,62,0.111694812775
note_on,64,32,0.246461868286
note_on,65,43,0.19291806221
note_on,64,66,0.121099948883
note_on,62,65,0.0539288520813
note_on,62,71,0.063628911972
note_on,60,83,0.0928061008453
